title,company,location,work_type,level,compensation,link
"Principal, AI Data Engineer (Remote)",CrowdStrike,USA,Remote or Hybrid,Senior level,170K-260K Annually,https://builtin.com/job/principal-ai-data-engineer-remote/8194670
AI Engineer,Chaos Labs,3 Locations,Remote,Senior level,130K-200K Annually,https://builtin.com/job/ai-engineer/8383234
Senior AI Engineer,Sparq,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer/7579131
AI Engineer,Bobsled,US,Remote,Junior,,https://builtin.com/job/ai-engineer/7738766
"Senior Software Engineer, Data & AI Engineering (US)",Scrunch AI,USA,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-data-ai-engineering-us/7648944
Applied AI Engineer,Valence,3 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/applied-ai-engineer/8294889
"Senior Manager, Solutions Architecture , AI & Developer Platform",Cloudflare,3 Locations,Remote or Hybrid,Senior level,244K-336K Annually,https://builtin.com/job/senior-manager-solutions-architecture-ai-developer-platform/8084392
Applied AI Engineer,Oscar Health,"New York, NY, USA",In-Office,Senior level,181K-237K Annually,https://builtin.com/job/applied-ai-engineer/8294039
Software Engineer - AI Infrastructure,Assembled,"New York, NY, USA",In-Office,Senior level,135K-280K Annually,https://builtin.com/job/software-engineer-ai-infrastructure/7326423
Software Engineer - AI Agents,Assembled,"New York, NY, USA",In-Office,Senior level,135K-280K Annually,https://builtin.com/job/software-engineer-ai-agents/7312223
Senior Software Engineer (Developer Tools and AI),Squarespace,"New York City, NY, USA",Hybrid,Senior level,129K-232K Annually,https://builtin.com/job/senior-software-engineer-developer-tools/7099873
AI Engineer,Ensemble Health Partners,United States,Remote,Senior level,,https://builtin.com/job/ai-engineer/4133741
Senior Marketing AI Data Engineer,Samsara,United States,Remote or Hybrid,Senior level,112K-170K Annually,https://builtin.com/job/senior-marketing-ai-data-engineer/8180915
"AI Engineer, IS",Point72,United States,Remote,Senior level,175K-225K Annually,https://builtin.com/job/ai-engineer/7445802
AI Engineer,Rilla,"New York City, NY, USA",In-Office,Mid level,200K-300K Annually,https://builtin.com/job/ai-engineer/6707113
Senior AI Engineer,Resonance Companies,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer/6926889
"Applied AI, Technical Lead - Forward Deployed AI Engineer",Mistral AI,"New York, NY, USA",Hybrid,Senior level,,https://builtin.com/job/applied-ai-technical-lead-forward-deployed-ai-engineer-nyc/7831392
Generative AI Engineer,Regard,3 Locations,Hybrid,Mid level,170K-240K Annually,https://builtin.com/job/generative-ai-engineer/7844529
Senior Staff AI Engineer,LiveRamp,2 Locations,In-Office,Senior level,177K-257K Annually,https://builtin.com/job/senior-staff-ai-engineer/7861740
Platform Engineer – AI/ML Infrastructure,Deepgram,USA,Remote,Senior level,160K-220K Annually,https://builtin.com/job/platform-engineer-ai-ml-infrastructure/7416435
"Staff AI Engineer - Grafana Ops, AI/ML | USA | Remote",Grafana Labs,United States,Remote,Mid level,175K-210K Annually,https://builtin.com/job/staff-ai-engineer-grafana-ops-ai-ml-usa-remote/8076344
Senior AI Engineer (Rapid Prototyping & Analytics ),Prompt Therapy Solutions Inc,USA,Remote,Senior level,160K-220K Annually,https://builtin.com/job/senior-ai-engineer-rapid-prototyping-analytics/8102843
Senior AI Engineer,The College Board,USA,Remote,Senior level,150K-163K Annually,https://builtin.com/job/senior-ai-engineer/7602446
Staff Applied AI Engineer,StackBlitz,USA,Remote,Senior level,,https://builtin.com/job/staff-applied-ai-engineer/8363829
Senior Associate - Senior Software Engineer - AI & Cloud Platforms,New York Life Insurance Company,"New York, NY, USA",In-Office,Senior level,100K-143K Annually,https://builtin.com/job/senior-associate-senior-software-engineer-ai-cloud-platforms/8219705
Applied AI Engineer,Humana,5 Locations,In-Office,Senior level,142K-196K Annually,https://builtin.com/job/senior-ai-engineer/7528309
Staff AI Engineer - Tower Research Ventures,Tower Research Capital,"New York, NY, USA",In-Office,Senior level,175K-250K Annually,https://builtin.com/job/staff-ai-engineer-tower-research-ventures/7601926
Principal AI/ML Engineer - AdTech,Zeta Global,United States,Remote or Hybrid,Expert/Leader,300K-400K Annually,https://builtin.com/job/principal-ai-ml-engineer-adtech/7514379
AI Engineer,"Metova, Inc.",5 Locations,Remote,Senior level,,https://builtin.com/job/ai-engineer/7937007
Senior Applied AI Engineer,Clarium,US,Remote,Senior level,,https://builtin.com/job/senior-applied-ai-engineer/7936875
Senior AI Engineer,Q-Centrix,USA,Remote or Hybrid,Senior level,130K-150K Annually,https://builtin.com/job/senior-ai-engineer/7940794
EverPro - Senior AI Engineer,EverCommerce,US,Remote,Senior level,145K-165K Annually,https://builtin.com/job/everpro-senior-ai-engineer/7686766
AI Engineer II,VCU Health,USA,Remote,Senior level,,https://builtin.com/job/ai-engineer-ii/7925663
"Staff AI Engineer, GenAI",Teladoc Health,USA,Remote,Senior level,170K-190K Annually,https://builtin.com/job/staff-ai-engineer-genai/8343853
"Lead Machine Learning Engineer (Gen AI, Python, Go, AWS)",Capital One,4 Locations,Hybrid,Senior level,197K-246K Annually,https://builtin.com/job/lead-machine-learning-engineer-gen-ai-python-go-aws/8203898
AI Engineer,Normal Computing,3 Locations,Remote or Hybrid,Senior level,,https://builtin.com/job/staff-ai-engineer/6909445
AI Engineer,Metropolitan Commercial Bank,"New York, NY, USA",In-Office,Senior level,130K-200K Annually,https://builtin.com/job/ai-engineer/7119550
"Staff Engineer, Applied AI",Zapier,2 Locations,Remote,Expert/Leader,275K-412K Annually,https://builtin.com/job/staff-engineer-applied-ai/7888312
"Staff Fullstack Engineer (Python/Vue.js), AI Engineering: Duo Chat",GitLab,31 Locations,Remote,Mid level,,https://builtin.com/job/staff-fullstack-engineer-python-vue-js-ai-engineering-duo-chat/7374624
Principal AI Engineer,Chainguard,United States,Remote,Senior level,,https://builtin.com/job/principal-ai-engineer/8332487
Forward Deployed AI Engineer,Defense Unicorns,United States,Remote,Mid level,123K-201K Annually,https://builtin.com/job/forward-deployed-ai-engineer/7696349
AI Engineer,OneMagnify,USA,Remote,Junior,,https://builtin.com/job/ai-engineer/8330186
"Software Engineer, AI Product",WorkWhile,4 Locations,In-Office,Mid level,,https://builtin.com/job/software-engineer-ai-product/8041726
Software Engineer - Voice AI Agent,Assembled,United States,Remote,Mid level,135K-280K Annually,https://builtin.com/job/software-engineer-voice-ai-agent/8283259
Software Engineer - AI Agents,Assembled,United States,Remote,Senior level,135K-280K Annually,https://builtin.com/job/software-engineer-ai-agents/8283258
AI Engineer,LangChain,3 Locations,In-Office or Remote,Senior level,160K-180K Annually,https://builtin.com/job/ai-engineer/8064361
"Applied AI Engineer, Enterprise GenAI",Scale AI,2 Locations,In-Office,Mid level,181K-226K Annually,https://builtin.com/job/applied-ai-engineer-enterprise-genai/7125643
"Forward Deployed AI Engineer, Enterprise",Scale AI,2 Locations,In-Office,Junior,179K-224K Annually,https://builtin.com/job/forward-deployed-engineer/6934349
AI Engineer,Sorcero,United States,Remote,Mid level,150K-180K Annually,https://builtin.com/job/ai-engineer/7425417
"Senior AI Engineer, Agentic Systems",AI Technology Partners,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer-agentic-systems/8316493
Staff AI Engineer,Doma,USA,Remote,Senior level,147K-215K Annually,https://builtin.com/job/staff-ai-engineer/8316159
Sr. AI Engineer,Hercules AI,USA,Remote,Senior level,,https://builtin.com/job/sr-ai-engineer/8312570
AI Engineer,TriEdge Investments,"New York City, NY, USA",In-Office,Mid level,175K-220K Annually,https://builtin.com/job/ai-engineer-hypha-ai/7106001
AI Engineer – Investment Research & Workflows,Point72,"New York, NY, USA",In-Office,Junior,,https://builtin.com/job/ai-engineer-investment-research-workflows/8061454
AI Engineer,Epistemix,3 Locations,Remote,Mid level,,https://builtin.com/job/ai-engineer/8309905
Principal AV Behavior and AI Safety Engineer: Technical Lead (GPSSC),General Motors,United States,Remote or Hybrid,Senior level,228K-350K Annually,https://builtin.com/job/principal-av-behavior-and-ai-safety-engineer-technical-lead/7371557
AI Engineer,Galileo,United States,Remote,Mid level,130K-180K Annually,https://builtin.com/job/ai-engineer/8306794
Staff AI Engineer (Systems),Strike (simplistic.com),USA,Remote,Mid level,216K-232K Annually,https://builtin.com/job/staff-ai-platform-engineer/8305169
"ML Engineer, Voice & AI",Freed,2 Locations,Hybrid,Mid level,160K-270K Annually,https://builtin.com/job/ml-engineer-voice-ai/7416503
Senior IT Engineer (AI & Automation),Headway,3 Locations,In-Office or Remote,Senior level,152K-179K Annually,https://builtin.com/job/senior-it-engineer-ai-automation/7777666
AI Forward Deployed Engineer,Regal,"New York, NY, USA",Hybrid,Mid level,135K-180K Annually,https://builtin.com/job/ai-forward-deployed-engineer/4387325
AI Engineer,PAR Technology,United States,Remote,Senior level,140K-180K Annually,https://builtin.com/job/ai-engineer/7937664
Applied AI Engineer (Startups),Anthropic,2 Locations,In-Office,Senior level,200K-320K Annually,https://builtin.com/job/applied-ai-engineer-startups/8235236
AI Engineer - Data Platform,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-data-platform/7095187
AI Engineer - Full-Stack,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-full-stack/7095189
AI Engineer - Agents,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-agents/7095186
AI Engineer - Site Reliability Researcher,Traversal,"New York, NY, USA",In-Office,Junior,150K-300K Annually,https://builtin.com/job/ai-engineer-site-reliability-researcher/7095191
Applied AI Engineer,Flora Fauna AI,"New York City, NY, USA",In-Office,Senior level,5-5 Annually,https://builtin.com/job/agent-engineer/7758593
AI engineer,Writer,2 Locations,In-Office or Remote,Mid level,152K-316K Annually,https://builtin.com/job/ai-engineer/8233170
"Applied AI Engineer, Beneficial Deployments",Anthropic,2 Locations,In-Office,Mid level,280K-300K Annually,https://builtin.com/job/applied-ai-engineer-beneficial-deployments/8232689
Senior Backend Engineer - AI Integration Discovery,Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://builtin.com/job/senior-backend-engineer-ai-integration-discovery/8061691
Senior Backend Engineer - Native AI Platform,Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://builtin.com/job/senior-backend-engineer-native-ai-platfom/8061699
"Senior Backend Engineer, AI Systems",Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://builtin.com/job/senior-backend-engineer-ai-systems/8061693
"Sr Software Engineer, AI",Basis,United States,Remote,Senior level,118K-184K Annually,https://builtin.com/job/sr-software-engineer-ai/8254649
"Senior AI Engineer, AI Services",AHEAD,United States,Remote,Senior level,230K-300K Annually,https://builtin.com/job/senior-ai-engineer-ai-services/7898928
"AI Engineer, AI Services",AHEAD,United States,Remote,Mid level,180K-230K Annually,https://builtin.com/job/ai-engineer-ai-services/7898925
Applied AI Engineer & Researcher,Speechify,USA,Remote,Senior level,,https://builtin.com/job/senior-applied-ai-scientist/1393425
Applied AI Engineer,Percepta AI,"New York City, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/applied-ai-engineer/7569533
Founding AI Engineer,August Law,"New York City, NY, USA",In-Office,Mid level,175K-300K Annually,https://builtin.com/job/founding-ai-engineer/7569421
AI Engineer,Titan (titanmsp.ai),2 Locations,In-Office,Mid level,175K-350K Annually,https://builtin.com/job/ai-engineer/7569544
Lead AI Engineer,Humana,5 Locations,In-Office,Senior level,157K-215K Annually,https://builtin.com/job/lead-ai-engineer/8004304
Lead AI Engineer,Lyric - Clarity in motion.,United States,Remote,Senior level,212K-317K Annually,https://builtin.com/job/lead-ai-engineer/6734139
Senior Security Engineer (AI Security),Justworks,"New York, NY, USA",Hybrid,Senior level,168K-226K Annually,https://builtin.com/job/senior-security-engineer-ai-security/7482740
"Applied AI Engineer, Internal Tooling - New York",Automattic,USA,Remote,Mid level,170K-230K Annually,https://builtin.com/job/applied-ai-engineer-internal-tooling-new-york/8296668
Applied AI Engineer,Automattic,USA,Remote,Mid level,70K-170K Annually,https://builtin.com/job/applied-ai-engineer/8296667
Senior Software Engineer | AI,8am (Formerly AffiniPay),United States,Remote,Senior level,150K-180K Annually,https://builtin.com/job/senior-software-engineer-ai/8064450
"Principal Product Manager, Gen AI Developer Tools",Anaconda,United States,Remote,Senior level,163K-282K Annually,https://builtin.com/job/principal-product-manager-gen-ai-developer-tools/7641334
Senior AI Engineer - Monetization Platform,Yahoo,United States of America,Remote,Mid level,128K-267K Annually,https://builtin.com/job/senior-ai-engineer-monetization-platform/6623720
AI Engineer - FDE (Forward Deployed Engineer),Databricks,United States,Remote,Mid level,181K-248K Annually,https://builtin.com/job/ai-engineer-fde-forward-deployed-engineer/6946111
AI Engineer - Infrastructure,Traversal,"New York, NY, USA",In-Office,Mid level,150K-300K Annually,https://builtin.com/job/ai-engineer-infrastructure/8198846
AI Developer,Harvard Business Publishing,US,Remote,Senior level,150K-170K Annually,https://builtin.com/job/ai-developer/8291746
AI Engineer - AI Platform,Traversal,"New York, NY, USA",In-Office,Senior level,150K-300K Annually,https://builtin.com/job/ai-engineer-ai-platform/7298636
Senior Generative AI Engineer,Natera,US,Remote,Senior level,125K-156K Annually,https://builtin.com/job/senior-generative-ai-engineer/8285932
Senior AI Engineer,Curai Health,USA,Remote,Senior level,200K-220K Annually,https://builtin.com/job/senior-ai-engineer/7639838
Staff AI Engineer,Curai Health,USA,Remote,Senior level,240K-260K Annually,https://builtin.com/job/staff-ai-engineer/7639839
Senior AI Engineer,Optimal Dynamics,USA,Remote,Senior level,170K-200K Annually,https://builtin.com/job/senior-ai-engineer/7161831
Senior AI Engineer,Ethos,US,Remote,Senior level,146K-236K Annually,https://builtin.com/job/ai-engineer/8281490
AI Engineer,Precision Medicine Group,United States,Remote,Mid level,134K-165K Annually,https://builtin.com/job/ai-engineer/8279157
Senior AI Engineer,Spara,"New York City, NY, USA",In-Office,Senior level,180K-220K Annually,https://builtin.com/job/senior-ai-engineer/8031582
Senior/Staff AI Engineer,Homebound,US,Remote or Hybrid,Senior level,180K-230K Annually,https://builtin.com/job/senior-staff-ai-engineer/8273867
Applied AI Engineer,Ramp,2 Locations,In-Office,Entry level,155K-340K Annually,https://builtin.com/job/applied-ai-engineer-all-levels/8178250
Applied AI Engineer,Arc (joinarc.com),8 Locations,In-Office or Remote,Senior level,180K-300K Annually,https://builtin.com/job/applied-ai-engineer/8177557
Senior AI Engineer,Prokeep,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-engineer/8271905
AI Solution Engineer,Hewlett Packard Enterprise,7 Locations,In-Office or Remote,Mid level,135K-311K Annually,https://builtin.com/job/ai-solution-engineer/7891269
Junior AI Engineer,Tria Federal,USA,Remote,Mid level,,https://builtin.com/job/agentic-ai-engineer/7627971
"Lead/Staff Full Stack Engineer, AI Platform & Agents (US/Canada Hybrid/Remote)",Wolters Kluwer,7 Locations,In-Office or Remote,Senior level,97K-174K Annually,https://builtin.com/job/lead-staff-full-stack-engineer-ai-platform-agents-us-canada-hybrid-remote/7570872
"Senior Principal Software Engineer – AI Enablement, Engineering Productivity & Digital Assets (Hybrid - Flexible Options)",Broadridge,"New York, NY, USA",In-Office,Senior level,200K-250K Annually,https://builtin.com/job/senior-principal-software-engineer-ai-enablement-engineering-productivity-digital-assets-hybrid-flexible-options/8377335
